2020-12-07 13:38:13,279 WARN  [SoapUI] Missing folder [C:\Users\KrishnaDhotre\Documents\IBM_2020\SDET\SoapUI_Project\batch5.sdet.soap\ext] for external libraries
2020-12-07 13:38:13,529 INFO  [DefaultSoapUICore] initialized soapui-settings from [C:\Users\KrishnaDhotre\soapui-settings.xml]
2020-12-07 13:38:14,390 INFO  [WsdlProject] Loaded project from [file:/C:/Users/KrishnaDhotre/Documents/IBM_2020/SDET/SoapUI_Project/batch5.sdet.soap/salesOrderRepositoryV1-soapui-project.xml]
2020-12-07 13:38:15,128 INFO  [SoapUITestCaseRunner] Running SoapUI tests in project [SDET_SOAP_Project]
2020-12-07 13:38:15,128 INFO  [SoapUITestCaseRunner] Running Project [SDET_SOAP_Project], runType = SEQUENTIAL
2020-12-07 13:38:15,503 INFO  [log] Loaded 3 rows.
2020-12-07 13:38:15,552 INFO  [log] customerEmail,sku,qtyOrdered,price,paymentmethod
2020-12-07 13:38:15,552 INFO  [log] abc@gmail.com,SKU00001,1,100,checkmo
2020-12-07 13:38:15,552 INFO  [log] efg@gmail.com,SKU00001,2,200,checkmo
2020-12-07 13:38:15,552 INFO  [SoapUITestCaseRunner] Running SoapUI testcase [TC_012]
2020-12-07 13:38:15,595 INFO  [SoapUITestCaseRunner] running step [Properties]
2020-12-07 13:38:15,673 INFO  [SoapUITestCaseRunner] running step [salesOrderRepositoryV1Save]
2020-12-07 13:38:17,443 INFO  [SoapUITestCaseRunner] Assertion [SOAP Response] has status VALID
2020-12-07 13:38:17,443 INFO  [SoapUITestCaseRunner] Assertion [Valid HTTP Status Codes] has status VALID
2020-12-07 13:38:17,443 INFO  [SoapUITestCaseRunner] Assertion [XPath Match] has status VALID
2020-12-07 13:38:17,443 INFO  [SoapUITestCaseRunner] Finished running SoapUI testcase [TC_012], time taken: 1830ms, status: FINISHED
2020-12-07 13:38:17,443 INFO  [SoapUITestCaseRunner] Running SoapUI testcase [TC_013]
2020-12-07 13:38:17,443 INFO  [SoapUITestCaseRunner] running step [salesOrderRepositoryV1GetList]
2020-12-07 13:38:54,226 INFO  [SoapUITestCaseRunner] Assertion [SOAP Response] has status VALID
2020-12-07 13:38:54,226 INFO  [SoapUITestCaseRunner] Assertion [Valid HTTP Status Codes] has status VALID
2020-12-07 13:38:54,226 INFO  [SoapUITestCaseRunner] Assertion [XPath Match] has status VALID
2020-12-07 13:38:54,226 INFO  [SoapUITestCaseRunner] Finished running SoapUI testcase [TC_013], time taken: 36787ms, status: FINISHED
2020-12-07 13:38:54,226 INFO  [SoapUITestCaseRunner] Running SoapUI testcase [TC_014]
